primary_name,Customer Type,Period Name,Food Type,Week Name,Total Amount,Slot Timing From,Slot Timing To,city
GMS Road,Adult,Lunch,NON-VEG,SATURDAY,499,12:00:00,16:00:00,Dehradun
GMS Road,Adult,Dinner,NON-VEG,SATURDAY,899,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Lunch,VEG,SATURDAY,499,12:00:00,16:00:00,Dehradun
GMS Road,Adult,Dinner,VEG,SATURDAY,849,18:00:00,22:00:00,Dehradun
GMS Road,Child,Lunch,VEG,FRIDAY,299,12:00:00,16:00:00,Dehradun
GMS Road,Child,Dinner,VEG,FRIDAY,399,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,NON-VEG,FRIDAY,899,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,VEG,FRIDAY,849,18:00:00,22:00:00,Dehradun
GMS Road,Child,Lunch,VEG,SUNDAY,299,12:00:00,16:00:00,Dehradun
GMS Road,Child,Dinner,VEG,SUNDAY,399,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Lunch,NON-VEG,SUNDAY,499,12:00:00,16:00:00,Dehradun
GMS Road,Adult,Dinner,NON-VEG,SUNDAY,899,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Lunch,VEG,SUNDAY,499,12:00:00,16:00:00,Dehradun
GMS Road,Adult,Dinner,VEG,SUNDAY,849,18:00:00,22:00:00,Dehradun
GMS Road,Child,Lunch,VEG,MONDAY,299,12:00:00,16:00:00,Dehradun
GMS Road,Child,Dinner,VEG,MONDAY,399,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,NON-VEG,MONDAY,799,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,VEG,MONDAY,699,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Lunch,NON-VEG,MONDAY,449,12:00:00,16:00:00,Dehradun
GMS Road,Adult,Lunch,VEG,MONDAY,399,12:00:00,16:00:00,Dehradun
GMS Road,Child,Lunch,VEG,TUESDAY,299,12:00:00,16:00:00,Dehradun
GMS Road,Child,Dinner,VEG,TUESDAY,399,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,NON-VEG,TUESDAY,799,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,VEG,TUESDAY,699,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Lunch,NON-VEG,TUESDAY,449,12:00:00,16:00:00,Dehradun
GMS Road,Adult,Lunch,VEG,TUESDAY,399,12:00:00,16:00:00,Dehradun
GMS Road,Child,Lunch,VEG,WEDNESDAY,299,12:00:00,16:00:00,Dehradun
GMS Road,Child,Dinner,VEG,WEDNESDAY,399,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,NON-VEG,WEDNESDAY,899,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,VEG,WEDNESDAY,849,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Lunch,NON-VEG,WEDNESDAY,449,12:00:00,16:00:00,Dehradun
GMS Road,Adult,Lunch,VEG,WEDNESDAY,399,12:00:00,16:00:00,Dehradun
GMS Road,Child,Lunch,VEG,THURSDAY,299,12:00:00,16:00:00,Dehradun
GMS Road,Child,Dinner,VEG,THURSDAY,399,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,NON-VEG,THURSDAY,899,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Dinner,VEG,THURSDAY,849,18:00:00,22:00:00,Dehradun
GMS Road,Adult,Lunch,NON-VEG,THURSDAY,449,12:00:00,16:00:00,Dehradun
GMS Road,Adult,Lunch,VEG,THURSDAY,399,12:00:00,16:00:00,Dehradun
"RSR Square Mall, Sandhya Circle",Child,Lunch,VEG,SUNDAY,429,11:30:00,16:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Lunch,VEG,TUESDAY,299,11:30:00,16:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Lunch,VEG,WEDNESDAY,299,11:30:00,16:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Lunch,VEG,FRIDAY,299,11:30:00,16:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Lunch,VEG,SATURDAY,299,11:30:00,16:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Lunch,VEG,THURSDAY,299,11:30:00,16:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Lunch,VEG,MONDAY,299,11:30:00,16:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Dinner,VEG,SUNDAY,429,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Dinner,VEG,TUESDAY,429,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Dinner,VEG,WEDNESDAY,429,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Dinner,VEG,FRIDAY,429,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Dinner,VEG,SATURDAY,429,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Dinner,VEG,THURSDAY,429,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Child,Dinner,VEG,MONDAY,429,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,VEG,SUNDAY,849,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,NON-VEG,SUNDAY,899,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,VEG,SUNDAY,849,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,NON-VEG,SUNDAY,899,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,VEG,MONDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,NON-VEG,MONDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,VEG,MONDAY,749,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,NON-VEG,MONDAY,799,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,VEG,TUESDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,NON-VEG,TUESDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,VEG,TUESDAY,749,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,NON-VEG,TUESDAY,799,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,VEG,WEDNESDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,NON-VEG,WEDNESDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,VEG,WEDNESDAY,749,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,NON-VEG,WEDNESDAY,799,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,VEG,THURSDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,NON-VEG,THURSDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,VEG,THURSDAY,749,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,NON-VEG,THURSDAY,799,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,VEG,FRIDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,NON-VEG,FRIDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,VEG,FRIDAY,849,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,NON-VEG,FRIDAY,899,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,VEG,SATURDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Lunch,NON-VEG,SATURDAY,449,11:30:00,18:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,VEG,SATURDAY,849,18:30:00,23:00:00,Kadapa
"RSR Square Mall, Sandhya Circle",Adult,Dinner,NON-VEG,SATURDAY,899,18:30:00,23:00:00,Kadapa
"More Mega Mall, Marathahalli",Child,Lunch,VEG,THURSDAY,429,11:30:00,16:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Dinner,VEG,THURSDAY,429,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,VEG,THURSDAY,899,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,NON-VEG,THURSDAY,949,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,VEG,THURSDAY,899,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,NON-VEG,THURSDAY,949,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Lunch,VEG,FRIDAY,429,11:30:00,16:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Dinner,VEG,FRIDAY,429,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,VEG,FRIDAY,899,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,NON-VEG,FRIDAY,949,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,VEG,FRIDAY,899,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,NON-VEG,FRIDAY,949,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,VEG,SUNDAY,899,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,NON-VEG,SUNDAY,949,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,VEG,SUNDAY,899,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,NON-VEG,SUNDAY,949,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,VEG,MONDAY,799,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,NON-VEG,MONDAY,799,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,VEG,MONDAY,799,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,NON-VEG,MONDAY,799,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,VEG,TUESDAY,799,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,NON-VEG,TUESDAY,799,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,VEG,TUESDAY,799,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,NON-VEG,TUESDAY,799,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,VEG,WEDNESDAY,849,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,NON-VEG,WEDNESDAY,899,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,VEG,WEDNESDAY,849,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,NON-VEG,WEDNESDAY,899,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,VEG,SATURDAY,849,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Lunch,NON-VEG,SATURDAY,899,11:30:00,18:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,VEG,SATURDAY,849,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Adult,Dinner,NON-VEG,SATURDAY,899,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Lunch,VEG,SUNDAY,429,11:30:00,16:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Lunch,VEG,TUESDAY,429,11:30:00,16:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Lunch,VEG,WEDNESDAY,429,11:30:00,16:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Lunch,VEG,SATURDAY,429,11:30:00,16:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Lunch,VEG,MONDAY,429,11:30:00,16:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Dinner,VEG,SUNDAY,429,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Dinner,VEG,TUESDAY,429,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Dinner,VEG,WEDNESDAY,429,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Dinner,VEG,SATURDAY,429,18:30:00,23:00:00,Bengaluru
"More Mega Mall, Marathahalli",Child,Dinner,VEG,MONDAY,429,18:30:00,23:00:00,Bengaluru
"DSL Virtue Mall, Uppal",Child,Lunch,VEG,SUNDAY,469,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Lunch,VEG,TUESDAY,469,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Lunch,VEG,WEDNESDAY,469,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Lunch,VEG,FRIDAY,469,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Lunch,VEG,SATURDAY,469,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Lunch,VEG,THURSDAY,469,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Lunch,VEG,MONDAY,469,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Dinner,VEG,SUNDAY,469,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Dinner,VEG,TUESDAY,469,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Dinner,VEG,WEDNESDAY,469,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Dinner,VEG,FRIDAY,469,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Dinner,VEG,SATURDAY,469,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Dinner,VEG,THURSDAY,469,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Child,Dinner,VEG,MONDAY,469,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,VEG,SUNDAY,899,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,NON-VEG,SUNDAY,949,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,VEG,SUNDAY,899,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,NON-VEG,SUNDAY,999,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,VEG,MONDAY,749,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,NON-VEG,MONDAY,849,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,VEG,MONDAY,749,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,NON-VEG,MONDAY,849,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,VEG,TUESDAY,749,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,NON-VEG,TUESDAY,849,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,VEG,TUESDAY,749,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,NON-VEG,TUESDAY,849,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,VEG,WEDNESDAY,849,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,NON-VEG,WEDNESDAY,899,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,VEG,WEDNESDAY,849,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,NON-VEG,WEDNESDAY,899,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,VEG,THURSDAY,849,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,NON-VEG,THURSDAY,899,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,VEG,THURSDAY,849,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,NON-VEG,THURSDAY,899,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,VEG,FRIDAY,849,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,NON-VEG,FRIDAY,899,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,VEG,FRIDAY,849,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,NON-VEG,FRIDAY,899,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,VEG,SATURDAY,899,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Lunch,NON-VEG,SATURDAY,949,11:30:00,16:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,VEG,SATURDAY,899,18:00:00,23:00:00,Hyderabad
"DSL Virtue Mall, Uppal",Adult,Dinner,NON-VEG,SATURDAY,949,18:00:00,23:00:00,Hyderabad
South Extension II,Child,Lunch,VEG,THURSDAY,469,12:00:00,16:00:00,New Delhi
South Extension II,Child,Dinner,VEG,THURSDAY,469,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Lunch,VEG,THURSDAY,899,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Lunch,NON-VEG,THURSDAY,999,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Dinner,VEG,THURSDAY,899,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Dinner,NON-VEG,THURSDAY,999,18:00:00,23:00:00,New Delhi
South Extension II,Child,Lunch,VEG,SUNDAY,469,12:00:00,16:00:00,New Delhi
South Extension II,Child,Dinner,VEG,SUNDAY,469,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Lunch,VEG,SUNDAY,899,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Lunch,NON-VEG,SUNDAY,999,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Dinner,VEG,SUNDAY,899,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Dinner,NON-VEG,SUNDAY,999,18:00:00,23:00:00,New Delhi
South Extension II,Child,Lunch,VEG,MONDAY,469,12:00:00,16:00:00,New Delhi
South Extension II,Child,Dinner,VEG,MONDAY,469,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Lunch,VEG,MONDAY,749,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Lunch,NON-VEG,MONDAY,849,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Dinner,VEG,MONDAY,849,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Dinner,NON-VEG,MONDAY,949,18:00:00,23:00:00,New Delhi
South Extension II,Child,Lunch,VEG,TUESDAY,469,12:00:00,16:00:00,New Delhi
South Extension II,Child,Dinner,VEG,TUESDAY,469,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Lunch,VEG,TUESDAY,749,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Lunch,NON-VEG,TUESDAY,849,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Dinner,VEG,TUESDAY,849,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Dinner,NON-VEG,TUESDAY,949,18:00:00,23:00:00,New Delhi
South Extension II,Child,Lunch,VEG,WEDNESDAY,469,12:00:00,16:00:00,New Delhi
South Extension II,Child,Dinner,VEG,WEDNESDAY,469,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Lunch,VEG,WEDNESDAY,799,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Lunch,NON-VEG,WEDNESDAY,899,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Dinner,VEG,WEDNESDAY,899,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Dinner,NON-VEG,WEDNESDAY,999,18:00:00,23:00:00,New Delhi
South Extension II,Child,Lunch,VEG,FRIDAY,469,12:00:00,16:00:00,New Delhi
South Extension II,Child,Dinner,VEG,FRIDAY,469,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Lunch,VEG,FRIDAY,899,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Lunch,NON-VEG,FRIDAY,999,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Dinner,VEG,FRIDAY,899,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Dinner,NON-VEG,FRIDAY,999,18:00:00,23:00:00,New Delhi
South Extension II,Child,Lunch,VEG,SATURDAY,469,12:00:00,16:00:00,New Delhi
South Extension II,Child,Dinner,VEG,SATURDAY,469,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Lunch,VEG,SATURDAY,899,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Lunch,NON-VEG,SATURDAY,999,12:00:00,18:00:00,New Delhi
South Extension II,Adult,Dinner,VEG,SATURDAY,899,18:00:00,23:00:00,New Delhi
South Extension II,Adult,Dinner,NON-VEG,SATURDAY,999,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,VEG,SUNDAY,999,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,NON-VEG,SUNDAY,1099,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,VEG,TUESDAY,899,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,NON-VEG,TUESDAY,999,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,NON-VEG,WEDNESDAY,1099,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,NON-VEG,THURSDAY,1099,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,NON-VEG,FRIDAY,1099,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,VEG,SATURDAY,999,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Child,Lunch,VEG,THURSDAY,469,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,NON-VEG,SATURDAY,1099,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Child,Dinner,VEG,THURSDAY,469,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,VEG,SUNDAY,999,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,VEG,THURSDAY,999,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,NON-VEG,SUNDAY,1099,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,VEG,TUESDAY,799,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,VEG,THURSDAY,999,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,NON-VEG,TUESDAY,899,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,NON-VEG,THURSDAY,1099,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,NON-VEG,WEDNESDAY,999,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Child,Lunch,VEG,SUNDAY,469,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Child,Lunch,VEG,TUESDAY,469,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,NON-VEG,FRIDAY,1099,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Child,Lunch,VEG,WEDNESDAY,469,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,VEG,SATURDAY,999,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,NON-VEG,SATURDAY,1099,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Child,Lunch,VEG,FRIDAY,469,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,VEG,MONDAY,799,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Child,Lunch,VEG,SATURDAY,469,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,NON-VEG,MONDAY,899,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Child,Dinner,VEG,SUNDAY,469,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,VEG,MONDAY,899,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Child,Dinner,VEG,TUESDAY,469,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,NON-VEG,MONDAY,999,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Child,Dinner,VEG,WEDNESDAY,469,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,VEG,WEDNESDAY,999,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Child,Dinner,VEG,FRIDAY,469,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Dinner,VEG,FRIDAY,999,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Child,Dinner,VEG,SATURDAY,469,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,VEG,WEDNESDAY,899,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Child,Lunch,VEG,MONDAY,469,12:00:00,16:00:00,New Delhi
Del- Saket Southern Park,Child,Dinner,VEG,MONDAY,469,18:00:00,23:00:00,New Delhi
Del- Saket Southern Park,Adult,Lunch,VEG,FRIDAY,999,12:00:00,16:00:00,New Delhi
Nexus Whitefiled,Adult,Lunch,VEG,SUNDAY,949,11:30:00,18:00:00,Bengaluru
Nexus Whitefiled,Adult,Lunch,NON-VEG,SUNDAY,999,11:30:00,18:00:00,Bengaluru
Nexus Whitefiled,Adult,Dinner,VEG,SUNDAY,949,18:30:00,23:00:00,Bengaluru
Nexus Whitefiled,Adult,Dinner,NON-VEG,SUNDAY,999,18:30:00,23:00:00,Bengaluru
Nexus Whitefiled,Adult,Lunch,VEG,MONDAY,749,11:30:00,18:00:00,Bengaluru
Nexus Whitefiled,Adult,Lunch,NON-VEG,MONDAY,799,11:30:00,18:00:00,Bengaluru
Nexus Whitefiled,Adult,Dinner,VEG,MONDAY,749,18:30:00,23:00:00,Bengaluru
Nexus Whitefiled,Adult,Dinner,NON-VEG,MONDAY,799,18:30:00,23:00:00,Bengaluru
Nexus Whitefiled,Adult,Lunch,VEG,TUESDAY,749,11:30:00,18:00:00,Bengaluru
Nexus Whitefiled,Adult,Lunch,NON-VEG,TUESDAY,799,11:30:00,18:00:00,Bengaluru
